"//UTM zone 36,",Datum: WGS84,,,,,,,
"//Easting[m],","Northing[m], CH","-1.0m, CH-0.5m,","Quality,",S,"at,",HDO,"P, Time, Date",
704733.746,3620875.573,53.086,34.258,2,9,0.9,37:57.6,11/29/2018
704733.961,3620875.922,52.695,34.336,2,9,0.9,37:57.9,11/29/2018
704734.068,3620876.097,52.695,34.609,2,9,0.9,37:58.0,11/29/2018
704734.173,3620876.258,52.188,34.805,2,9,0.9,37:58.2,11/29/2018
704734.281,3620876.423,53.398,35.508,2,9,0.9,37:58.4,11/29/2018
704734.375,3620876.566,53.164,35.391,2,9,0.9,37:58.6,11/29/2018
704734.485,3620876.732,53.203,35.156,2,9,0.9,37:58.8,11/29/2018
704734.578,3620876.874,53.789,34.961,2,9,0.9,37:58.9,11/29/2018
704734.671,3620877.02,54.141,34.883,2,9,0.9,37:59.1,11/29/2018
704734.742,3620877.137,54.18,35.82,2,9,0.9,37:59.3,11/29/2018
704734.835,3620877.288,54.883,36.133,2,9,0.9,37:59.5,11/29/2018
704734.896,3620877.387,55.938,36.289,2,9,0.9,37:59.7,11/29/2018
704734.979,3620877.522,56.445,36.719,2,9,0.9,37:59.9,11/29/2018
704735.061,3620877.651,56.602,37.227,2,9,0.9,38:00.1,11/29/2018
704735.173,3620877.815,56.562,36.797,2,9,0.9,38:00.3,11/29/2018
704735.274,3620877.963,56.328,37.617,2,9,0.9,38:00.5,11/29/2018
704735.381,3620878.121,57.539,38.398,2,9,0.9,38:00.7,11/29/2018
704735.481,3620878.267,58.477,39.609,2,9,0.9,38:00.8,11/29/2018
704735.594,3620878.436,59.531,40.43,2,9,0.9,38:01.1,11/29/2018
704735.677,3620878.575,60.352,41.094,2,9,0.9,38:01.2,11/29/2018
704735.783,3620878.749,61.172,41.211,2,9,0.9,38:01.4,11/29/2018
704735.879,3620878.908,62.148,42.031,2,9,0.9,38:01.6,11/29/2018
704735.975,3620879.068,63.477,42.227,2,9,0.9,38:01.8,11/29/2018
704736.085,3620879.251,63.945,42.852,2,9,0.9,38:02.0,11/29/2018
704736.161,3620879.359,64.688,42.617,2,9,0.9,38:02.2,11/29/2018
704736.241,3620879.47,64.844,42.93,2,9,0.9,38:02.4,11/29/2018
704736.319,3620879.578,64.805,42.227,2,9,0.9,38:02.5,11/29/2018
704736.4,3620879.69,65.234,42.5,2,9,0.9,38:02.7,11/29/2018
704736.476,3620879.796,64.688,41.953,2,9,0.9,38:02.9,11/29/2018
704736.541,3620879.892,64.805,41.992,2,9,0.9,38:03.1,11/29/2018
704736.576,3620879.949,64.414,41.953,2,9,0.9,38:03.3,11/29/2018
704736.617,3620880.017,64.57,41.445,2,9,0.9,38:03.5,11/29/2018
704736.654,3620880.078,64.844,40.859,2,9,0.9,38:03.7,11/29/2018
704736.697,3620880.149,65.195,41.523,2,9,0.9,38:03.9,11/29/2018
704736.736,3620880.212,65.547,41.602,2,9,0.9,38:04.1,11/29/2018
704736.797,3620880.303,65.039,41.445,2,9,0.9,38:04.3,11/29/2018
704736.849,3620880.383,64.453,42.109,2,9,0.9,38:04.4,11/29/2018
704736.903,3620880.464,63.867,41.484,2,9,0.9,38:04.6,11/29/2018
704736.966,3620880.559,63.75,42.305,2,9,0.9,38:04.8,11/29/2018
704737.021,3620880.641,63.945,41.914,2,9,0.9,38:05.0,11/29/2018
704737.128,3620880.777,63.828,40.703,2,9,0.9,38:05.2,11/29/2018
704737.234,3620880.91,63.945,42.656,2,9,0.9,38:05.4,11/29/2018
704737.361,3620881.068,64.18,41.289,2,9,0.9,38:05.6,11/29/2018
704737.456,3620881.187,64.141,41.602,2,9,0.9,38:05.8,11/29/2018
704737.58,3620881.341,64.922,43.281,2,9,0.9,38:06.0,11/29/2018
704737.645,3620881.437,65.195,43.242,2,9,0.9,38:06.2,11/29/2018
704737.722,3620881.559,65.898,43.828,2,9,0.9,38:06.4,11/29/2018
704737.787,3620881.659,66.914,45.117,2,9,0.9,38:06.5,11/29/2018
704737.866,3620881.783,68.281,45.703,2,9,0.9,38:06.8,11/29/2018
704737.929,3620881.881,69.531,46.641,2,9,0.9,38:06.9,11/29/2018
704737.982,3620881.96,70.508,48.281,2,9,0.9,38:07.1,11/29/2018
704738.029,3620882.021,71.484,48.945,2,9,0.9,38:07.3,11/29/2018
704738.066,3620882.07,71.367,49.453,2,9,0.9,38:07.5,11/29/2018
704738.105,3620882.122,72.227,50.625,2,9,0.9,38:07.7,11/29/2018
704738.149,3620882.179,72.773,50.859,2,9,0.9,38:07.9,11/29/2018
704738.198,3620882.245,73.789,51.25,2,9,0.9,38:08.1,11/29/2018
704738.298,3620882.39,74.297,51.289,2,9,0.9,38:08.3,11/29/2018
704738.386,3620882.517,75.391,51.367,2,9,0.9,38:08.4,11/29/2018
704738.488,3620882.664,76.445,52.305,2,9,0.9,38:08.6,11/29/2018
704738.575,3620882.789,78.008,52.461,2,9,0.9,38:08.8,11/29/2018
704738.682,3620882.943,81.914,53.359,2,9,0.9,38:09.0,11/29/2018
704738.84,3620883.186,88.203,58.047,2,9,0.9,38:09.2,11/29/2018
704739.01,3620883.447,92.031,60.938,2,9,0.9,38:09.4,11/29/2018
704739.167,3620883.688,92.852,61.758,2,9,0.9,38:09.6,11/29/2018
704739.339,3620883.952,92.461,62.812,2,9,0.9,38:09.8,11/29/2018
704739.509,3620884.214,92.539,62.305,2,9,0.9,38:10.0,11/29/2018
704739.677,3620884.489,90.742,58.906,2,9,0.9,38:10.2,11/29/2018
704739.826,3620884.739,87.773,57.109,2,9,0.9,38:10.3,11/29/2018
704740.029,3620885.079,85.273,55.547,2,9,0.9,38:10.6,11/29/2018
704740.171,3620885.317,82.5,52.5,2,9,0.9,38:10.7,11/29/2018
704740.328,3620885.58,79.18,50.781,2,9,0.9,38:10.9,11/29/2018
704740.513,3620885.892,76.641,48.047,2,9,0.9,38:11.1,11/29/2018
704740.691,3620886.196,73.633,46.523,2,9,0.9,38:11.3,11/29/2018
704740.825,3620886.426,71.719,44.805,2,9,0.9,38:11.5,11/29/2018
704740.995,3620886.717,69.336,44.102,2,9,0.9,38:11.7,11/29/2018
704741.164,3620887.006,67.734,42.5,2,9,0.9,38:11.9,11/29/2018
704741.331,3620887.299,66.055,41.797,2,9,0.9,38:12.1,11/29/2018
704741.487,3620887.606,64.883,41.562,2,9,0.9,38:12.3,11/29/2018
704741.63,3620887.889,64.062,41.484,2,9,0.9,38:12.4,11/29/2018
704741.774,3620888.172,62.93,40.938,2,9,0.9,38:12.6,11/29/2018
704741.907,3620888.435,62.227,40.43,2,9,0.9,38:12.8,11/29/2018
704742.067,3620888.75,61.328,38.594,2,9,0.9,38:13.0,11/29/2018
704742.217,3620889.039,60.664,38.516,2,9,0.9,38:13.2,11/29/2018
704742.399,3620889.392,59.336,39.766,2,9,0.9,38:13.4,11/29/2018
704742.523,3620889.63,59.531,39.219,2,9,0.9,38:13.6,11/29/2018
704742.705,3620889.982,58.672,39.453,2,9,0.9,38:13.8,11/29/2018
704742.835,3620890.232,58.945,39.023,2,9,0.9,38:13.9,11/29/2018
704743.005,3620890.568,59.414,39.844,2,9,0.9,38:14.1,11/29/2018
704743.174,3620890.903,59.883,39.844,2,9,0.9,38:14.3,11/29/2018
704743.348,3620891.25,60,39.922,2,9,0.9,38:14.5,11/29/2018
704743.517,3620891.587,60.703,40.586,2,9,0.9,38:14.7,11/29/2018
704743.706,3620891.962,60.352,38.789,2,9,0.9,38:14.9,11/29/2018
704743.881,3620892.306,59.648,38.633,2,8,1,38:15.1,11/29/2018
704744.085,3620892.702,58.828,37.969,2,8,1,38:15.3,11/29/2018
704744.259,3620893.039,59.102,38.047,2,8,1,38:15.5,11/29/2018
704744.44,3620893.389,59.375,38.438,2,8,1,38:15.6,11/29/2018
704744.662,3620893.818,60.117,38.672,2,8,1,38:15.9,11/29/2018
704744.822,3620894.127,61.719,40.312,2,8,1,38:16.0,11/29/2018
704745.029,3620894.518,63.438,42.383,2,8,1,38:16.2,11/29/2018
704745.225,3620894.888,65.781,43.398,2,8,1,38:16.4,11/29/2018
704745.446,3620895.305,67.227,43.359,2,8,1,38:16.6,11/29/2018
704745.635,3620895.66,67.734,42.461,2,8,1,38:16.8,11/29/2018
704745.853,3620896.073,67.539,42.578,2,8,1,38:17.0,11/29/2018
704746.05,3620896.444,67.383,42.539,2,9,0.9,38:17.2,11/29/2018
704746.266,3620896.853,67.891,42.07,2,9,0.9,38:17.4,11/29/2018
704746.472,3620897.24,67.93,41.875,2,9,0.9,38:17.6,11/29/2018
704746.698,3620897.668,67.5,41.875,2,9,0.9,38:17.8,11/29/2018
704746.89,3620898.03,66.953,41.445,2,9,0.9,38:17.9,11/29/2018
704747.118,3620898.443,66.445,41.484,2,9,0.9,38:18.1,11/29/2018
704747.316,3620898.792,65.625,41.016,2,9,0.9,38:18.3,11/29/2018
704747.559,3620899.218,64.883,40.195,2,9,0.9,38:18.5,11/29/2018
704747.805,3620899.651,64.18,39.18,2,9,0.9,38:18.7,11/29/2018
704747.987,3620899.971,63.789,40.078,2,9,0.9,38:18.9,11/29/2018
704748.213,3620900.368,63.281,40.508,2,9,0.9,38:19.1,11/29/2018
704748.421,3620900.733,63.516,39.688,2,9,0.9,38:19.3,11/29/2018
704748.63,3620901.102,64.609,39.844,2,9,0.9,38:19.4,11/29/2018
704748.865,3620901.515,64.219,39.258,2,9,0.9,38:19.7,11/29/2018
704749.075,3620901.884,64.102,39.375,2,9,0.9,38:19.8,11/29/2018
704749.314,3620902.303,64.336,39.453,2,9,0.9,38:20.0,11/29/2018
704749.53,3620902.681,64.492,39.727,2,9,0.9,38:20.2,11/29/2018
704749.74,3620903.049,64.258,39.414,2,9,0.9,38:20.4,11/29/2018
704749.942,3620903.403,65.273,40.547,2,9,0.9,38:20.6,11/29/2018
704750.14,3620903.749,65.078,40.391,2,9,0.9,38:20.8,11/29/2018
704750.384,3620904.177,65,40.938,2,9,0.9,38:21.0,11/29/2018
704750.575,3620904.521,64.375,41.289,2,9,0.9,38:21.2,11/29/2018
704750.802,3620904.933,65.469,40.43,2,9,0.9,38:21.4,11/29/2018
704750.993,3620905.279,65.859,41.211,2,9,0.9,38:21.5,11/29/2018
704751.206,3620905.666,66.641,41.289,2,9,0.9,38:21.7,11/29/2018
704751.416,3620906.048,66.875,41.523,2,9,0.9,38:21.9,11/29/2018
704751.661,3620906.475,65.938,41.719,2,9,0.9,38:22.1,11/29/2018
704751.852,3620906.797,65.586,41.914,2,9,0.9,38:22.3,11/29/2018
704752.089,3620907.197,65.82,40.625,2,9,0.9,38:22.5,11/29/2018
704752.304,3620907.559,66.172,40.352,2,9,0.9,38:22.7,11/29/2018
704752.513,3620907.912,66.094,40.82,2,9,0.9,38:22.9,11/29/2018
704752.744,3620908.303,65.898,40.859,2,9,0.9,38:23.1,11/29/2018
704752.96,3620908.682,65.078,41.523,2,9,0.9,38:23.3,11/29/2018
704753.192,3620909.088,65.195,41.719,2,9,0.9,38:23.5,11/29/2018
704753.387,3620909.428,65.625,41.914,2,9,0.9,38:23.6,11/29/2018
704753.614,3620909.825,65.82,41.289,2,9,0.9,38:23.8,11/29/2018
704753.821,3620910.187,64.883,40.703,2,9,0.9,38:24.0,11/29/2018
704754.068,3620910.594,64.844,40.898,2,9,0.9,38:24.2,11/29/2018
704754.267,3620910.92,65.898,40.469,2,9,0.9,38:24.4,11/29/2018
704754.537,3620911.362,66.406,41.016,2,9,0.9,38:24.6,11/29/2018
704754.734,3620911.684,66.328,40.781,2,9,0.9,38:24.8,11/29/2018
704754.957,3620912.049,67.188,41.211,2,9,0.9,38:25.0,11/29/2018
704755.194,3620912.448,67.344,41.602,2,9,0.9,38:25.2,11/29/2018
704755.411,3620912.821,68.125,42.148,2,9,0.9,38:25.3,11/29/2018
704755.645,3620913.222,67.695,41.289,2,9,0.9,38:25.5,11/29/2018
704755.862,3620913.595,67.305,41.445,2,9,0.9,38:25.7,11/29/2018
704756.11,3620914.02,66.641,41.055,2,9,0.9,38:25.9,11/29/2018
704756.297,3620914.347,66.367,40.117,2,9,0.9,38:26.1,11/29/2018
704756.52,3620914.745,65.742,40.82,2,9,0.9,38:26.3,11/29/2018
704756.747,3620915.149,65.898,40.273,2,9,0.9,38:26.5,11/29/2018
704756.961,3620915.531,65.859,40.898,2,9,0.9,38:26.7,11/29/2018
704757.197,3620915.952,66.25,40.781,2,9,0.9,38:26.9,11/29/2018
704757.425,3620916.352,67.07,41.836,2,9,0.9,38:27.1,11/29/2018
704757.67,3620916.755,68.516,42.578,2,9,0.9,38:27.2,11/29/2018
704757.905,3620917.143,69.688,43.203,2,9,0.9,38:27.4,11/29/2018
704758.144,3620917.537,70.586,44.102,2,9,0.9,38:27.6,11/29/2018
704758.382,3620917.929,71.68,44.18,2,9,0.9,38:27.8,11/29/2018
704758.639,3620918.352,71.914,45.703,2,9,0.9,38:28.0,11/29/2018
704758.915,3620918.75,71.758,46.445,2,9,0.9,38:28.2,11/29/2018
704759.275,3620919.263,71.211,45.273,2,9,0.9,38:28.4,11/29/2018
704759.531,3620919.629,70.781,43.906,2,9,0.9,38:28.6,11/29/2018
704759.817,3620920.037,70,43.633,2,9,0.9,38:28.7,11/29/2018
704760.151,3620920.513,68.75,43.164,2,9,0.9,38:29.0,11/29/2018
704760.438,3620920.996,68.398,42.734,2,9,0.9,38:29.2,11/29/2018
704760.641,3620921.373,69.102,43.32,2,9,0.9,38:29.3,11/29/2018
704760.9,3620921.852,69.688,44.766,2,9,0.9,38:29.5,11/29/2018
704761.132,3620922.283,70.586,44.141,2,9,0.9,38:29.7,11/29/2018
704761.381,3620922.743,70.664,44.57,2,9,0.9,38:29.9,11/29/2018
704761.611,3620923.168,71.094,45.352,2,9,0.9,38:30.1,11/29/2018
704761.869,3620923.635,72.188,45.039,2,9,0.9,38:30.3,11/29/2018
704762.115,3620924.08,71.797,45.156,2,9,0.9,38:30.5,11/29/2018
704762.385,3620924.571,71.797,44.805,2,9,0.9,38:30.7,11/29/2018
704762.612,3620924.983,72.109,46.211,2,9,0.9,38:30.8,11/29/2018
704762.89,3620925.485,73.203,47.07,2,9,0.9,38:31.0,11/29/2018
704763.136,3620925.92,73.711,48.398,2,9,0.9,38:31.2,11/29/2018
704763.399,3620926.382,73.555,49.258,2,9,0.9,38:31.4,11/29/2018
704763.647,3620926.821,74.023,48.242,2,9,0.9,38:31.6,11/29/2018
704763.949,3620927.353,72.734,45.82,2,9,0.9,38:31.8,11/29/2018
704764.169,3620927.742,69.961,44.648,2,9,0.9,38:32.0,11/29/2018
704764.447,3620928.218,68.633,43.32,2,9,0.9,38:32.2,11/29/2018
704764.666,3620928.593,67.07,42.07,2,9,0.9,38:32.4,11/29/2018
704764.915,3620929.018,66.25,42.461,2,9,0.9,38:32.5,11/29/2018
704765.193,3620929.491,65.234,40.977,2,9,0.9,38:32.7,11/29/2018
704765.491,3620929.999,66.445,42.812,2,9,0.9,38:33.0,11/29/2018
704765.693,3620930.337,67.539,45.312,2,9,0.9,38:33.1,11/29/2018
704765.978,3620930.807,68.945,46.406,2,9,0.9,38:33.3,11/29/2018
704766.209,3620931.189,70.039,45.195,2,9,0.9,38:33.5,11/29/2018
704766.489,3620931.65,71.172,46.562,2,9,0.9,38:33.7,11/29/2018
704766.721,3620932.034,71.719,46.562,2,9,0.9,38:33.9,11/29/2018
704766.995,3620932.495,71.68,45.469,2,9,0.9,38:34.1,11/29/2018
704767.227,3620932.908,70.469,45.312,2,9,0.9,38:34.3,11/29/2018
704767.501,3620933.394,69.062,44.727,2,9,0.9,38:34.5,11/29/2018
704767.708,3620933.762,68.516,44.258,2,9,0.9,38:34.6,11/29/2018
704767.978,3620934.242,68.047,45.273,2,9,0.9,38:34.8,11/29/2018
704768.215,3620934.661,68.477,45.508,2,9,0.9,38:35.0,11/29/2018
704768.459,3620935.071,69.844,46.367,2,9,0.9,38:35.2,11/29/2018
704768.707,3620935.487,72.07,47.695,2,9,0.9,38:35.4,11/29/2018
704768.969,3620935.927,72.695,47.656,2,9,0.9,38:35.6,11/29/2018
704769.2,3620936.315,72.422,48.164,2,9,0.9,38:35.8,11/29/2018
704769.445,3620936.727,72.109,47.773,2,9,0.9,38:36.0,11/29/2018
704769.703,3620937.176,71.406,45.586,2,9,0.9,38:36.2,11/29/2018
704769.918,3620937.556,70.43,44.922,2,9,0.9,38:36.3,11/29/2018
704770.198,3620938.051,71.25,46.797,2,9,0.9,38:36.6,11/29/2018
704770.403,3620938.414,72.578,48.359,2,9,0.9,38:36.7,11/29/2018
704770.687,3620938.916,75.195,50.547,2,9,0.9,38:37.0,11/29/2018
704770.877,3620939.245,76.797,50.703,2,9,0.9,38:37.1,11/29/2018
704771.172,3620939.745,76.992,51.328,2,9,0.9,38:37.3,11/29/2018
704771.386,3620940.107,76.914,52.305,2,9,0.9,38:37.5,11/29/2018
704771.684,3620940.614,77.188,51.406,2,9,0.9,38:37.7,11/29/2018
704771.898,3620940.976,75.82,48.789,2,9,0.9,38:37.9,11/29/2018
704772.155,3620941.415,73.125,47.344,2,9,0.9,38:38.1,11/29/2018
704772.403,3620941.849,71.289,46.055,2,9,0.9,38:38.3,11/29/2018
704772.637,3620942.258,68.359,43.828,2,9,0.9,38:38.4,11/29/2018
704772.871,3620942.667,65.703,42.305,2,9,0.9,38:38.6,11/29/2018
704773.132,3620943.125,64.141,40.312,2,9,0.9,38:38.8,11/29/2018
704773.366,3620943.534,62.422,38.086,2,9,0.9,38:39.0,11/29/2018
704773.628,3620943.907,60.898,37.305,2,9,0.9,38:39.2,11/29/2018
704773.95,3620944.357,59.609,35.742,2,9,0.9,38:39.4,11/29/2018
704774.212,3620944.723,58.008,35.508,2,9,0.9,38:39.6,11/29/2018
704774.519,3620945.152,56.406,35.781,2,9,0.9,38:39.8,11/29/2018
704774.782,3620945.52,56.172,34.805,2,9,0.9,38:40.0,11/29/2018
704775.057,3620945.993,55.664,35.156,2,9,0.9,38:40.2,11/29/2018
704775.273,3620946.411,56.055,34.453,2,9,0.9,38:40.3,11/29/2018
704775.513,3620946.874,55.43,34.648,2,9,0.9,38:40.5,11/29/2018
704775.736,3620947.303,55,35.078,2,9,0.9,38:40.7,11/29/2018
704776.002,3620947.816,54.336,34.609,2,9,0.9,38:40.9,11/29/2018
704776.219,3620948.224,55.742,35.859,2,9,0.9,38:41.1,11/29/2018
704776.485,3620948.713,56.484,37.773,2,9,0.9,38:41.3,11/29/2018
704776.683,3620949.078,57.656,39.023,2,9,0.9,38:41.5,11/29/2018
704776.949,3620949.567,58.516,38.32,2,9,0.9,38:41.7,11/29/2018
704777.206,3620950.039,58.516,38.711,2,9,0.9,38:41.9,11/29/2018
704777.438,3620950.463,58.672,37.891,2,9,0.9,38:42.1,11/29/2018
704777.649,3620950.847,56.953,36.211,2,9,0.9,38:42.2,11/29/2018
704777.925,3620951.349,56.055,36.133,2,9,0.9,38:42.4,11/29/2018
704778.163,3620951.782,55.156,36.016,2,9,0.9,38:42.6,11/29/2018
704778.391,3620952.196,54.805,35.938,2,9,0.9,38:42.8,11/29/2018
704778.642,3620952.653,54.453,35.195,2,9,0.9,38:43.0,11/29/2018
704778.886,3620953.09,53.789,34.57,2,9,0.9,38:43.2,11/29/2018
704779.154,3620953.569,54.023,34.961,2,9,0.9,38:43.4,11/29/2018
704779.393,3620953.997,54.492,36.094,2,9,0.9,38:43.6,11/29/2018
704779.691,3620954.531,54.531,36.289,2,9,0.9,38:43.8,11/29/2018
704779.901,3620954.906,54.609,35.742,2,9,0.9,38:44.0,11/29/2018
704780.19,3620955.437,54.727,35.117,2,9,0.9,38:44.2,11/29/2018
704780.396,3620955.82,54.727,35.938,2,9,0.9,38:44.3,11/29/2018
704780.623,3620956.24,56.641,38.164,2,9,0.9,38:44.5,11/29/2018
704780.886,3620956.728,58.164,39.023,2,9,0.9,38:44.7,11/29/2018
704781.134,3620957.189,59.141,39.258,2,9,0.9,38:44.9,11/29/2018
704781.413,3620957.688,60.117,39.453,2,9,0.9,38:45.1,11/29/2018
704781.643,3620958.08,61.055,39.727,2,9,0.9,38:45.3,11/29/2018
704781.896,3620958.513,61.406,39.375,2,9,0.9,38:45.5,11/29/2018
704782.167,3620958.977,60.273,39.062,2,9,0.9,38:45.7,11/29/2018
704782.424,3620959.417,59.805,38.164,2,9,0.9,38:45.8,11/29/2018
704782.716,3620959.917,58.984,37.578,2,9,0.9,38:46.0,11/29/2018
704782.958,3620960.351,58.711,37.188,2,9,0.9,38:46.2,11/29/2018
704783.234,3620960.844,57.383,35.977,2,9,0.9,38:46.4,11/29/2018
704783.47,3620961.266,56.445,35.898,2,9,0.9,38:46.6,11/29/2018
704783.763,3620961.79,56.406,36.719,2,9,0.9,38:46.8,11/29/2018
704783.985,3620962.187,56.406,37.969,2,9,0.9,38:47.0,11/29/2018
704784.287,3620962.706,57.578,38.047,2,9,0.9,38:47.2,11/29/2018
704784.518,3620963.098,57.695,38.32,2,9,0.9,38:47.4,11/29/2018
704784.792,3620963.564,57.93,38.086,2,9,0.9,38:47.6,11/29/2018
704785.079,3620964.052,58.242,38.203,2,9,0.9,38:47.8,11/29/2018
704785.339,3620964.495,58.945,37.852,2,9,0.9,38:47.9,11/29/2018
704785.591,3620964.902,58.359,37.5,2,9,0.9,38:48.1,11/29/2018
704785.897,3620965.38,57.617,36.289,2,9,0.9,38:48.3,11/29/2018
704786.172,3620965.808,56.719,36.094,2,9,0.9,38:48.5,11/29/2018
704786.501,3620966.32,55.508,36.289,2,9,0.9,38:48.7,11/29/2018
704786.742,3620966.697,55,34.844,2,9,0.9,38:48.9,11/29/2018
704787.047,3620967.185,55.43,36.25,2,9,0.9,38:49.1,11/29/2018
704787.293,3620967.605,55.898,35.938,2,9,0.9,38:49.3,11/29/2018
704787.581,3620968.098,56.641,37.07,2,9,0.9,38:49.5,11/29/2018
704787.843,3620968.545,56.914,37.461,2,9,0.9,38:49.7,11/29/2018
704788.13,3620969.035,56.992,37.227,2,9,0.9,38:49.9,11/29/2018
704788.38,3620969.463,56.719,37.07,2,9,0.9,38:50.0,11/29/2018
704788.647,3620969.932,56.367,37.891,2,9,0.9,38:50.2,11/29/2018
704788.904,3620970.383,56.68,36.172,2,9,0.9,38:50.4,11/29/2018
704789.189,3620970.884,55.508,34.688,2,9,0.9,38:50.6,11/29/2018
704789.43,3620971.308,55.078,34.57,2,9,0.9,38:50.8,11/29/2018
704789.712,3620971.804,54.492,34.453,2,9,0.9,38:51.0,11/29/2018
704789.974,3620972.268,54.609,35.859,2,9,0.9,38:51.2,11/29/2018
704790.196,3620972.661,55.43,36.719,2,9,0.9,38:51.3,11/29/2018
704790.506,3620973.21,56.25,37.148,2,9,0.9,38:51.6,11/29/2018
704790.735,3620973.615,55.82,35.273,2,9,0.9,38:51.7,11/29/2018
704791.012,3620974.106,55.312,33.672,2,9,0.9,38:51.9,11/29/2018
704791.267,3620974.556,54.883,34.219,2,9,0.9,38:52.1,11/29/2018
704791.536,3620975.026,53.984,34.961,2,9,0.9,38:52.3,11/29/2018
704791.793,3620975.477,53.672,34.258,2,9,0.9,38:52.5,11/29/2018
704792.046,3620975.92,53.555,33.242,2,9,0.9,38:52.7,11/29/2018
704792.331,3620976.42,53.125,34.18,2,9,0.9,38:52.9,11/29/2018
704792.569,3620976.842,54.727,36.289,2,9,0.9,38:53.1,11/29/2018
704792.843,3620977.336,55.625,36.523,2,9,0.9,38:53.3,11/29/2018
704793.082,3620977.77,56.445,36.172,2,9,0.9,38:53.4,11/29/2018
704793.354,3620978.262,55.898,34.961,2,9,0.9,38:53.7,11/29/2018
704793.595,3620978.698,55.078,33.984,2,9,0.9,38:53.8,11/29/2018
704793.827,3620979.118,54.727,34.219,2,9,0.9,38:54.0,11/29/2018
704794.114,3620979.64,54.57,34.648,2,9,0.9,38:54.2,11/29/2018
704794.346,3620980.063,54.297,35.586,2,9,0.9,38:54.4,11/29/2018
704794.627,3620980.574,54.57,35,2,9,0.9,38:54.6,11/29/2018
704794.876,3620981.026,55.156,37.305,2,9,0.9,38:54.8,11/29/2018
704795.128,3620981.486,56.289,37.617,2,9,0.9,38:55.0,11/29/2018
704795.38,3620981.93,56.211,36.367,2,9,0.9,38:55.2,11/29/2018
704795.676,3620982.448,56.562,35.547,2,9,0.9,38:55.4,11/29/2018
704795.896,3620982.832,56.719,36.836,2,9,0.9,38:55.5,11/29/2018
704796.184,3620983.335,57.422,36.836,2,9,0.9,38:55.7,11/29/2018
704796.436,3620983.775,57.422,36.211,2,9,0.9,38:55.9,11/29/2018
704796.73,3620984.266,57.07,36.602,2,9,0.9,38:56.1,11/29/2018
704796.971,3620984.651,57.422,37.461,2,9,0.9,38:56.3,11/29/2018
704797.282,3620985.149,57.5,36.992,2,9,0.9,38:56.5,11/29/2018
704797.524,3620985.536,56.797,35.703,2,9,0.9,38:56.7,11/29/2018
704797.844,3620986.049,56.836,35.625,2,9,0.9,38:56.9,11/29/2018
704798.091,3620986.448,56.641,36.445,2,9,0.9,38:57.1,11/29/2018
704798.371,3620986.932,57.578,36.953,2,9,0.9,38:57.3,11/29/2018
704798.61,3620987.345,57.148,35.547,2,9,0.9,38:57.4,11/29/2018
704798.853,3620987.766,58.359,36.523,2,9,0.9,38:57.6,11/29/2018
704799.134,3620988.252,57.812,35.781,2,9,0.9,38:57.8,11/29/2018
704799.379,3620988.675,57.734,35.703,2,9,0.9,38:58.0,11/29/2018
704799.681,3620989.199,57.109,36.328,2,9,0.9,38:58.2,11/29/2018
704799.902,3620989.585,56.875,36.25,2,9,0.9,38:58.4,11/29/2018
704800.171,3620990.052,56.758,36.445,2,9,0.9,38:58.6,11/29/2018
704800.419,3620990.484,57.773,38.047,2,9,0.9,38:58.8,11/29/2018
704800.704,3620990.979,58.32,38.086,2,9,0.9,38:59.0,11/29/2018
704800.938,3620991.386,58.906,38.594,2,9,0.9,38:59.2,11/29/2018
704801.159,3620991.772,59.102,38.398,2,9,0.9,38:59.3,11/29/2018
704801.432,3620992.248,59.609,37.969,2,9,0.9,38:59.5,11/29/2018
704801.675,3620992.674,58.359,37.07,2,9,0.9,38:59.7,11/29/2018
704801.957,3620993.166,57.344,35.703,2,9,0.9,38:59.9,11/29/2018
704802.176,3620993.547,55.781,34.883,2,9,0.9,39:00.1,11/29/2018
704802.462,3620994.043,54.961,34.961,2,9,0.9,39:00.3,11/29/2018
704802.686,3620994.431,54.805,35.039,2,9,0.9,39:00.5,11/29/2018
704802.965,3620994.916,55.781,35.312,2,9,0.9,39:00.7,11/29/2018
704803.178,3620995.286,56.953,36.445,2,9,0.9,39:00.8,11/29/2018
704803.486,3620995.818,56.953,37.5,2,9,0.9,39:01.1,11/29/2018
704803.698,3620996.181,58.438,38.203,2,9,0.9,39:01.2,11/29/2018
704803.986,3620996.674,59.57,39.805,2,9,0.9,39:01.4,11/29/2018
704804.198,3620997.036,61.094,40.312,2,9,0.9,39:01.6,11/29/2018
704804.464,3620997.492,61.289,41.445,2,9,0.9,39:01.8,11/29/2018
704804.722,3620997.932,62.617,41.797,2,9,0.9,39:02.0,11/29/2018
704804.962,3620998.345,63.359,42.148,2,9,0.9,39:02.2,11/29/2018
704805.238,3620998.818,64.023,43.477,2,9,0.9,39:02.4,11/29/2018
704805.484,3620999.24,65.273,43.594,2,9,0.9,39:02.6,11/29/2018
704805.75,3620999.697,65.664,43.203,2,9,0.9,39:02.8,11/29/2018
704805.985,3621000.101,65.039,42.188,2,9,0.9,39:02.9,11/29/2018
704806.276,3621000.584,64.844,40.117,2,9,0.9,39:03.1,11/29/2018
704806.557,3621001.04,64.453,40.273,2,9,0.9,39:03.3,11/29/2018
704806.832,3621001.486,64.531,40.078,2,9,0.9,39:03.5,11/29/2018
